"CMMS_ASSET_ID","STREET_NAME","STREET_NUMBER","PI_TAG","bad_tag","TR_PLANT","BASIN","AREA_FT2","STATION_NAME","TEMPLATE"
"LS-000669","CYPRESS LAKES DR","10255","SOUTH:CYP10255",TRUE,"ARLINGTON EAST","ARLINGTON EAST",28.3,"CYPRESS LAKES DR - 10255","_cte_lead"
"LS-001031","HATTON CHASE LN W","12402","SOUTH:HAT12402",TRUE,"MANDARIN","MANDARIN",50.3,"HATTON CHASE LN W - 12402","_cte_lead"
"LS-002256","TAR KILN RD","4071","SOUTH:TAR4071",TRUE,"MANDARIN","MANDARIN",28.3,"TAR KILN RD - 4071","_cte_lead"
"LS-000076","AGAVE RD","10398","EAST:AGA10398",TRUE,"ARLINGTON EAST","ARLINGTON EAST",19.6349540849362,"AGAVE RD - 10398","_cte_lead"
"LS-001220","PALMDALE ST","1900","NORTH:PAL1900",FALSE,"BUCKMAN","BUCKMAN",28.3,"PALMDALE ST - 1900","_cte_leadsp"
"LS-002288","TORTOISE WAY","1000","NORTH:TOR1000",TRUE,"CEDAR BAY","CEDAR BAY",28.3,"TORTOISE WAY - 1000","_cte_lead"
"LS-000627","COPPER HILL DR","10873","NORTH:COP10873",TRUE,"CEDAR BAY","CEDAR BAY",28.3,"COPPER HILL DR - 10873","_cte_lead"
"LS-003354","CORPORATE SQUARE CT","2200","EAST:COR2200",FALSE,"ARLINGTON EAST","ARLINGTON EAST",28.3,"CORPORATE SQUARE CT - 2200","_cte_leadsp"
"LS-000377","BENTWATER DR","12869","EAST:BEN12869",TRUE,"ARLINGTON EAST","ARLINGTON EAST",50.3,"BENTWATER DR - 12869","_cte_lead"
"LS-001482","MONUMENT LANDING BLVD","11238","EAST:MON11238",TRUE,"ARLINGTON EAST","ARLINGTON EAST",28.3,"MONUMENT LANDING BLVD - 11238","_cte_lead"
"LS-000694","DECATUR ST","14052","EAST:DEC14052",TRUE,"ARLINGTON EAST","ARLINGTON EAST",19.6349540849362,"DECATUR ST - 14052","_cte_lead"
"LS-000657","CROSSWATER BLVD","3810","EAST:CRO3810",TRUE,"ARLINGTON EAST","ARLINGTON EAST",78.5,"CROSSWATER BLVD - 3810","_cte_lead"
"LS-002002","SAN PABLO RD S","2197","EAST:SAN2197",TRUE,"ARLINGTON EAST","ARLINGTON EAST",78.5,"SAN PABLO RD S - 2197","_cte_lead"
"LS-002035","SEVEN PINES DR","13842","EAST:SEV13842",FALSE,"ARLINGTON EAST","ARLINGTON EAST",19.6349540849362,"SEVEN PINES DR - 13842","_cte_leadsp"
"LS-000306","BEACH BLVD","3651","EAST:BEA3651",TRUE,"BUCKMAN","BUCKMAN",28.3,"BEACH BLVD - 3651","_cte_lead"
"LS-001909","ROLLING RIVER BLVD","11300","NORTH:ROL11300",TRUE,"CEDAR BAY","CEDAR BAY",78.5,"ROLLING RIVER BLVD - 11300","_cte_lead"
"LS-002062","SIBBALD RD","8555","NORTH:SIB8555",TRUE,"BUCKMAN","BUCKMAN",28.3,"SIBBALD RD - 8555","_cte_lead"
"LS-001402","MARCY ST","1030","NORTH:MAR1030",TRUE,"BUCKMAN","BUCKMAN",50.3,"MARCY ST - 1030","_cte_lead"
"LS-000444","BOULEVARD","1706","NORTH:BOU1706",TRUE,"BUCKMAN","BUCKMAN",78.6,"BOULEVARD - 1706","_cte_lead"
"LS-001157","JESSE B SMITH CT","8694","WEST:JES8694",TRUE,"BUCKMAN","BUCKMAN",50.3,"JESSE B SMITH CT - 8694","_cte_lead"
"LS-001163","JOLORU DR","9343","WEST:JOL9343",TRUE,"SOUTHWEST","SOUTHWEST",50.3,"JOLORU DR - 9343","_cte_lead"
"LS-001849","REDBIRD CREEK DR","1576","WEST:RED1576",TRUE,"SOUTHWEST","SOUTHWEST",28.3,"REDBIRD CREEK DR - 1576","_cte_lead"
"LS-001431","MCGIRTS CREEK DR","10516","WEST:MCG10516",TRUE,"SOUTHWEST","SOUTHWEST",28.3,"MCGIRTS CREEK DR - 10516","_cte_lead"
"LS-000549","CHAFFEE RD S","281","WEST:CHA281",TRUE,"SOUTHWEST","SOUTHWEST",28.3,"CHAFFEE RD S - 281","_cte_lead"
"LS-002444","WILSON BLVD","5937","WEST:WIL5937",FALSE,"SOUTHWEST","SOUTHWEST",50.3,"WILSON BLVD - 5937","_cte_leadsp"
"LS-001921","ROSSIE LN","4811","WEST:ROS4811",TRUE,"SOUTHWEST","SOUTHWEST",19.6349540849362,"ROSSIE LN - 4811","_cte_lead"
"LS-001841","RAMPART RD","7752","WEST:RAM7752",TRUE,"SOUTHWEST","SOUTHWEST",28.3,"RAMPART RD - 7752","_cte_lead"
"LS-000118","ARGYLE FOREST BLVD","7663","WEST:ARG7663",TRUE,"SOUTHWEST","SOUTHWEST",113.1,"ARGYLE FOREST BLVD - 7663","_cte_lead"
"LS-000140","ARROWROOT DR","6661","WEST:ARR6661",TRUE,"SOUTHWEST","SOUTHWEST",28.3,"ARROWROOT DR - 6661","_cte_lead"
"LS-001048","HENDRICKS AVE","3730","EAST:HEN3730",FALSE,"BUCKMAN","BUCKMAN",28.27,"HENDRICKS AVE - 3730","_cte_leadsp"
"LS-000873","FERNBANK LN","12901","SOUTH:FER12901",TRUE,"MANDARIN","MANDARIN",19.6349540849362,"FERNBANK LN - 12901","_cte_lead"
"LS-000762","DURBIN CREEK BLVD","800","STJOHNS:DUR800",FALSE,"JCP","JCP",28.3,"DURBIN CREEK BLVD - 800","_cte_leadsp"
"LS-000913","FT CAROLINE HILLS DR","7031","EAST:FTC7031",TRUE,"ARLINGTON EAST","ARLINGTON EAST",78.5,"FT CAROLINE HILLS DR - 7031","_cte_lead"
"LS-000006","41ST ST W","1870","NORTH:41S1870",TRUE,"BUCKMAN","BUCKMAN",78.5,"41ST ST W - 1870","_cte_lead"
"LS-000588","CLEVELAND RD","5520","NORTH:CLE5520",TRUE,"BUCKMAN","BUCKMAN",28.3,"CLEVELAND RD - 5520","_cte_lead"
"LS-002270","THREE CREEKS BLVD","8430","WEST:THR8430",FALSE,"BUCKMAN","BUCKMAN",50.3,"THREE CREEKS BLVD - 8430","_cte_leadsp"
"LS-000558","CHANDLER OAKS DR","1114","WEST:CHA1114",TRUE,"SOUTHWEST","SOUTHWEST",28.3,"CHANDLER OAKS DR - 1114","_cte_lead"
"LS-001463","MIMOSA GROVE TRL","7202","WEST:MIM7202",TRUE,"SOUTHWEST","SOUTHWEST",19.6349540849362,"MIMOSA GROVE TRL - 7202","_cte_lead"
"LS-001904","ROCROC LN","2523","WEST:ROC2523",TRUE,"SOUTHWEST","SOUTHWEST",28.3,"ROCROC LN - 2523","_cte_lead"
"LS-002449","WILSON BLVD","7800","WEST:WIL7800",TRUE,"SOUTHWEST","SOUTHWEST",28.3,"WILSON BLVD - 7800","_cte_lead"
"LS-002360","VALLEY CROSSING DR","1958","WEST:VAL1958",TRUE,"SOUTHWEST","SOUTHWEST",19.6349540849362,"VALLEY CROSSING DR - 1958","_cte_lead"
"LS-002442","WILLOW BRANCH AVE","1818","WEST:WIL1818",TRUE,"BUCKMAN","BUCKMAN",78.5,"WILLOW BRANCH AVE - 1818","_cte_lead"
"LS-002266","THE WOODS DR","1931","EAST:THE1931",TRUE,"ARLINGTON EAST","ARLINGTON EAST",28.3,"THE WOODS DR - 1931","_cte_lead"
"LS-001671","PALMETTO GLADE DR","12928","EAST:PAL12928",TRUE,"ARLINGTON EAST","ARLINGTON EAST",48,"PALMETTO GLADE DR - 12928","_cte_lead"
"LS-002267","THE WOODS DR E","2233","EAST:THE2233",TRUE,"ARLINGTON EAST","ARLINGTON EAST",28.3,"THE WOODS DR E - 2233","_cte_lead"
"LS-000557","CHANDELIER CIR E","1694","EAST:CHA1694",TRUE,"ARLINGTON EAST","ARLINGTON EAST",28.3,"CHANDELIER CIR E - 1694","_cte_lead"
"LS-002427","WILDERLAND DR","1054","EAST:WIL1054",TRUE,"ARLINGTON EAST","ARLINGTON EAST",28.3,"WILDERLAND DR - 1054","_cte_lead"
"LS-000849","EPPING FOREST WAY N","6623","SOUTH:EPP6623",TRUE,"BUCKMAN","BUCKMAN",28.3,"EPPING FOREST WAY N - 6623","_cte_lead"
"LS-001907","ROLAC RD","2459","EAST:ROL2459",TRUE,"BUCKMAN","BUCKMAN",28.3,"ROLAC RD - 2459","_cte_lead"
"LS-002354","UNIVERSITY BLVD W","5317","EAST:UNI5317",TRUE,"BUCKMAN","BUCKMAN",28.3,"UNIVERSITY BLVD W - 5317","_cte_lead"
"LS-000622","COMMUNITY OAKS CT","5503","EAST:COM5503",TRUE,"BUCKMAN","BUCKMAN",19.6349540849362,"COMMUNITY OAKS CT - 5503","_cte_lead"
"LS-001627","OXFORD FOREST DR","8198","SOUTH:OXF8198",TRUE,"MANDARIN","MANDARIN",64,"OXFORD FOREST DR - 8198","_cte_lead"
"LS-002030","SECRET WOODS TRL","7263","SOUTH:SEC7263",TRUE,"BUCKMAN","BUCKMAN",50.3,"SECRET WOODS TRL - 7263","_cte_lead"
"LS-001880","RIDGEGLEN DR","3282","SOUTH:RID3282",TRUE,"BUCKMAN","BUCKMAN",113.1,"RIDGEGLEN DR - 3282","_cte_lead"
"LS-001348","LITTLE FOX LN","7863","SOUTH:LIT7863",TRUE,"ARLINGTON EAST","ARLINGTON EAST",28.3,"LITTLE FOX LN - 7863","_cte_lead"
"LS-001786","POINT MEADOWS DR","7825","SOUTH:POI7825",TRUE,"ARLINGTON EAST","ARLINGTON EAST",50.3,"POINT MEADOWS DR - 7825","_cte_lead"
"LS-002435","W M DAVIS PKWY W","13651","EAST:WIL13651",TRUE,"ARLINGTON EAST","ARLINGTON EAST",50.3,"W M DAVIS PKWY W - 13651","_cte_lead"
"LS-001872","RICHMOND PARK DR E","3989","EAST:RIC3989",TRUE,"ARLINGTON EAST","ARLINGTON EAST",50.3,"RICHMOND PARK DR E - 3989","_cte_lead"
"LS-002434","W M DAVIS PKWY","14151","EAST:WIL14151",TRUE,"ARLINGTON EAST","ARLINGTON EAST",28.3,"W M DAVIS PKWY - 14151","_cte_lead"
"LS-001001","HALEY RD","10210","SOUTH:HAL10210",TRUE,"MANDARIN","MANDARIN",28.3,"HALEY RD - 10210","_cte_lead"
"LS-001117","HUNTINGTON FOREST BLVD","4212","SOUTH:HUN4212",TRUE,"MANDARIN","MANDARIN",78.5,"HUNTINGTON FOREST BLVD - 4212","_cte_lead"
"LS-001203","KORI RD","3747","SOUTH:KOR3747",TRUE,"MANDARIN","MANDARIN",28.3,"KORI RD - 3747","_cte_lead"
"LS-000350","BEAUCLERC RD","3468","SOUTH:BEA3468",TRUE,"MANDARIN","MANDARIN",19.6349540849362,"BEAUCLERC RD - 3468","_cte_lead"
"LS-002247","TACITO CREEK DR W","2776","SOUTH:TAC2776",TRUE,"MANDARIN","MANDARIN",28.3,"TACITO CREEK DR W - 2776","_cte_lead"
"LS-002422","WHISPERING FOREST DR","10300","SOUTH:WHI10300",TRUE,"MANDARIN","MANDARIN",50.3,"WHISPERING FOREST DR - 10300","_cte_lead"
"LS-001367","LOSCO RD","4930","SOUTH:LOS4930",TRUE,"MANDARIN","MANDARIN",50.3,"LOSCO RD - 4930","_cte_lead"
"LS-000661","CUMBERLAND FOREST LN","5441","SOUTH:CUM5441",TRUE,"MANDARIN","MANDARIN",28.3,"CUMBERLAND FOREST LN - 5441","_cte_lead"
"LS-000611","COLUMBIA PARK DR","6469","SOUTH:COL6469",TRUE,"MANDARIN","MANDARIN",50.3,"COLUMBIA PARK DR - 6469","_cte_lead"
"LS-001276","LAWSON RD","10410","EAST:LAW10410",TRUE,"ARLINGTON EAST","ARLINGTON EAST",68,"LAWSON RD - 10410","_cte_lead"
"LS-001373","LUANA DR E","2045","EAST:LUA2045",FALSE,"ARLINGTON EAST","ARLINGTON EAST",19.6349540849362,"LUANA DR E - 2045","_cte_leadsp"
"LS-001369","LOST PINE DR","10747","EAST:LOS10747",TRUE,"ARLINGTON EAST","ARLINGTON EAST",50.3,"LOST PINE DR - 10747","_cte_lead"
"LS-001948","SAM HARDWICK BLVD","2710","EAST:SAM2710",TRUE,"ARLINGTON EAST","ARLINGTON EAST",50.3,"SAM HARDWICK BLVD - 2710","_cte_lead"
"LS-000205","ATLANTIC BLVD","9380","EAST:ATL9380",TRUE,"ARLINGTON EAST","ARLINGTON EAST",50.3,"ATLANTIC BLVD - 9380","_cte_lead"
"LS-001397","MANGROVE AVE","2962","EAST:MAN2962",TRUE,"ARLINGTON EAST","ARLINGTON EAST",38.5,"MANGROVE AVE - 2962","_cte_lead"
"LS-000153","ATLANTIC BLVD","10065","EAST:ATL10065",TRUE,"ARLINGTON EAST","ARLINGTON EAST",28.3,"ATLANTIC BLVD - 10065","_cte_lead"
"LS-001856","REGENT BLVD","3852","EAST:REG3850",TRUE,"ARLINGTON EAST","ARLINGTON EAST",28.3,"REGENT BLVD - 3852","_cte_lead"
"LS-001115","HUFFMAN BLVD","3092","EAST:HUF3092",TRUE,"ARLINGTON EAST","ARLINGTON EAST",28.3,"HUFFMAN BLVD - 3092","_cte_lead"
"LS-004166","ISLAND POINT DR","1000","NORTH:ISL1000",TRUE,"CEDAR BAY","CEDAR BAY",113.1,"ISLAND POINT DR - 1000","_cte_lead"
"LS-001846","RAY GREENE DR","1820","NORTH:RAY1820",TRUE,"CEDAR BAY","CEDAR BAY",78.5,"RAY GREENE DR - 1820","_cte_lead"
"LS-000486","BROWARD RD","2518","NORTH:BRO2518",TRUE,"CEDAR BAY","CEDAR BAY",78.5,"BROWARD RD - 2518","_cte_lead"
"LS-001358","LONGWOOD KEY DR E","11610","NORTH:LON11610",TRUE,"CEDAR BAY","CEDAR BAY",28.3,"LONGWOOD KEY DR E - 11610","_cte_lead"
"LS-002312","TURTLE CREEK DR N","1219","NORTH:TUR1219",TRUE,"CEDAR BAY","CEDAR BAY",50.3,"TURTLE CREEK DR N - 1219","_cte_lead"
"LS-001027","HARTS RD","11305","NORTH:HAR11305",TRUE,"CEDAR BAY","CEDAR BAY",436,"HARTS RD - 11305","_cte_lead"
"LS-001035","HAWKINS COVE DR W","1731","EAST:HAW1731",TRUE,"ARLINGTON EAST","ARLINGTON EAST",50.3,"HAWKINS COVE DR W - 1731","_cte_lead"
"LS-001931","RUSH CREEK DR W","1757","EAST:RUS1757",TRUE,"ARLINGTON EAST","ARLINGTON EAST",50.3,"RUSH CREEK DR W - 1757","_cte_lead"
"LS-001768","PINE ISLAND DR","14094","EAST:PIN14094",TRUE,"ARLINGTON EAST","ARLINGTON EAST",48,"PINE ISLAND DR - 14094","_cte_lead"
"LS-001714","PHILIPS HWY","3910","EAST:PHI3910",TRUE,"BUCKMAN","BUCKMAN",28.3,"PHILIPS HWY - 3910","_cte_lead"
"LS-000676","DAMASCUS RD N","5101","EAST:DAM5101",TRUE,"BUCKMAN","BUCKMAN",19.6349540849362,"DAMASCUS RD N - 5101","_cte_lead"
"LS-000927","GALILEE RD","3312","EAST:GAL3312",TRUE,"BUCKMAN","BUCKMAN",50.3,"GALILEE RD - 3312","_cte_lead"
"LS-000907","FOXBORO RD","5102","NORTH:FOX5102",TRUE,"BUCKMAN","BUCKMAN",19.6349540849362,"FOXBORO RD - 5102","_cte_lead"
"LS-000001","1ST ST","12770","NORTH:1ST12770",TRUE,"CEDAR BAY","CEDAR BAY",50.3,"1ST ST - 12770","_cte_lead"
"LS-001491","MOOSE RD","12629","NORTH:MOO12629",TRUE,"CEDAR BAY","CEDAR BAY",28.3,"MOOSE RD - 12629","_cte_lead"
"LS-001265","LANIER RD","13333","NORTH:LAN13333-1",TRUE,"CEDAR BAY","CEDAR BAY",28.3,"LANIER RD - 13333","_cte_lead"
"LS-000388","BISCAYNE BLVD","11717","NORTH:BIS11717",TRUE,"CEDAR BAY","CEDAR BAY",19.6349540849362,"BISCAYNE BLVD - 11717","_cte_lead"
"LS-002031","SECRETARIAT LN W","11381","NORTH:SEC11381",TRUE,"CEDAR BAY","CEDAR BAY",28.3,"SECRETARIAT LN W - 11381","_cte_lead"
"LS-001857","RENNE DR W","11452","NORTH:REN11452",TRUE,"CEDAR BAY","CEDAR BAY",336,"RENNE DR W - 11452","_cte_lead"
"LS-002458","WINGATE RD","11127","NORTH:WIN11127",TRUE,"CEDAR BAY","CEDAR BAY",28.3,"WINGATE RD - 11127","_cte_lead"
"LS-001275","LAURINA ST","331","EAST:LAU331",TRUE,"ARLINGTON EAST","ARLINGTON EAST",23.8,"LAURINA ST - 331","_cte_lead"
"LS-001185","KERNAN BLVD S","3431","EAST:KER3431",FALSE,"ARLINGTON EAST","ARLINGTON EAST",113.1,"KERNAN BLVD S - 3431","_cte_leadsp"
"LS-002242","SUTTON LAKES BLVD","1761","EAST:SUT1767",TRUE,"ARLINGTON EAST","ARLINGTON EAST",50.3,"SUTTON LAKES BLVD - 1761","_cte_lead"
"LS-002431","WILLESDON DR S","11275","EAST:WIL11275",TRUE,"ARLINGTON EAST","ARLINGTON EAST",50.3,"WILLESDON DR S - 11275","_cte_lead"
"LS-001854","REGENCY SQUARE BLVD N","9525","EAST:REG9525",TRUE,"ARLINGTON EAST","ARLINGTON EAST",28.3,"REGENCY SQUARE BLVD N - 9525","_cte_lead"
"LS-002005","SAN PABLO RD S","3300","EAST:SAN3300",FALSE,"ARLINGTON EAST","ARLINGTON EAST",113.1,"SAN PABLO RD S - 3300","_cte_leadsp"
"LS-001609","NOTTINGHAM KNOLL DR","1648","EAST:NOT1648",TRUE,"ARLINGTON EAST","ARLINGTON EAST",50.3,"NOTTINGHAM KNOLL DR - 1648","_cte_lead"
"LS-002350","UNIVERSITY BLVD S","3830","EAST:UNI3830",TRUE,"BUCKMAN","BUCKMAN",28.3,"UNIVERSITY BLVD S - 3830","_cte_lead"
"LS-002040","SHAMROCK AVE S","330","NORTH:SHA330",TRUE,"CEDAR BAY","CEDAR BAY",160,"SHAMROCK AVE S - 330","_cte_lead"
"LS-000766","DUVAL RD","13898","NORTH:DUV13898",TRUE,"CEDAR BAY","CEDAR BAY",78.5,"DUVAL RD - 13898","_cte_lead"
"LS-002421","WHIRLAWAY CIR S","1014","NORTH:WHI1014",TRUE,"CEDAR BAY","CEDAR BAY",28.3,"WHIRLAWAY CIR S - 1014","_cte_lead"
"LS-001340","LEONNIE RD","3975","NORTH:LEO3975",TRUE,"BUCKMAN","BUCKMAN",19.6349540849362,"LEONNIE RD - 3975","_cte_lead"
"LS-001687","PARKVIEW DR","638","WEST:PAR638",TRUE,"BUCKMAN","BUCKMAN",28.3,"PARKVIEW DR - 638","_cte_lead"
"LS-000899","FORSHEE DR","7973","WEST:FOR7973",TRUE,"BUCKMAN","BUCKMAN",28.3,"FORSHEE DR - 7973","_cte_lead"
"LS-001922","ROTHBURY DR","2138","WEST:ROT2138",TRUE,"SOUTHWEST","SOUTHWEST",78.5,"ROTHBURY DR - 2138","_cte_lead"
"LS-001039","HEARTHSIDE CT","944","WEST:HEA944",TRUE,"SOUTHWEST","SOUTHWEST",50.3,"HEARTHSIDE CT - 944","_cte_lead"
"LS-000597","COLD CREEK BLVD","2656","WEST:COL2656",TRUE,"SOUTHWEST","SOUTHWEST",28.3,"COLD CREEK BLVD - 2656","_cte_lead"
"LS-002467","WOODMERE ST","4211","WEST:WOO4211",TRUE,"BUCKMAN","BUCKMAN",107.6,"WOODMERE ST - 4211","_cte_lead"
"LS-002216","SUDBURY AVE","3737","WEST:SUD3737",TRUE,"SOUTHWEST","SOUTHWEST",28.3,"SUDBURY AVE - 3737","_cte_lead"
"LS-001659","OVERLAND PARK BLVD W","7422","WEST:OVE7422",TRUE,"SOUTHWEST","SOUTHWEST",50.3,"OVERLAND PARK BLVD W - 7422","_cte_lead"
"LS-000462","BRIDGECREEK DR","9022","WEST:BRI9022",TRUE,"SOUTHWEST","SOUTHWEST",78.6,"BRIDGECREEK DR - 9022","_cte_lead"
"LS-000074","AFTON LN","125","STJOHNS:AFT125",FALSE,"JCP","JCP",50.3,"AFTON LN - 125","_cte_leadsp"
"LS-001371","LOTUS LN S","900","STJOHNS:LOT900",FALSE,"JCP","JCP",50.3,"LOTUS LN S - 900","_cte_leadsp"
"LS-001690","PAWNEE PL","1124","STJOHNS:PAW1124",FALSE,"JCP","JCP",50.3,"PAWNEE PL - 1124","_cte_leadsp"
"LS-001605","NORTH RIDE CIR W","11551","SOUTH:NOR11551",TRUE,"MANDARIN","MANDARIN",19.6349540849362,"NORTH RIDE CIR W - 11551","_cte_lead"
"LS-000067","ACOSTA RD","11933","SOUTH:ACO11933",TRUE,"MANDARIN","MANDARIN",50.3,"ACOSTA RD - 11933","_cte_lead"
"LS-001056","HERMITAGE RD E","3815","EAST:HER3815",TRUE,"ARLINGTON EAST","ARLINGTON EAST",19.6349540849362,"HERMITAGE RD E - 3815","_cte_lead"
"LS-000920","FT CAROLINE RD","6554","EAST:FTC6554",TRUE,"ARLINGTON EAST","ARLINGTON EAST",28.3,"FT CAROLINE RD - 6554","_cte_lead"
"LS-000484","BROWARD RD","1001","NORTH:BRO1001",TRUE,"CEDAR BAY","CEDAR BAY",78.5,"BROWARD RD - 1001","_cte_lead"
"LS-000518","CAREY AVE","2004","NORTH:CAR2004",TRUE,"BUCKMAN","BUCKMAN",78.5,"CAREY AVE - 2004","_cte_lead"
"LS-001606","NORTH SHORE DR","7668","NORTH:NOR7668",TRUE,"BUCKMAN","BUCKMAN",28.3,"NORTH SHORE DR - 7668","_cte_lead"
"LS-000004","30TH ST W","1999","NORTH:30T1999",TRUE,"BUCKMAN","BUCKMAN",28.3,"30TH ST W - 1999","_cte_lead"
"LS-000978","GRANVILLE RD","1058","WEST:GRA1058",TRUE,"SOUTHWEST","SOUTHWEST",28.3,"GRANVILLE RD - 1058","_cte_lead"
"LS-001780","PLUM ST","3113","WEST:PLU3113",TRUE,"BUCKMAN","BUCKMAN",28.3,"PLUM ST - 3113","_cte_lead"
"LS-000517","CARDER ST","5219","WEST:CAR5219",TRUE,"BUCKMAN","BUCKMAN",78.5,"CARDER ST - 5219","_cte_lead"
"LS-001159","JOEANDY RD N","12791","EAST:JOE12791",TRUE,"ARLINGTON EAST","ARLINGTON EAST",78.5,"JOEANDY RD N - 12791","_cte_lead"
"LS-001109","HOVINGTON CIR W","2123","EAST:HOV2123",TRUE,"ARLINGTON EAST","ARLINGTON EAST",78.5,"HOVINGTON CIR W - 2123","_cte_lead"
"LS-000637","COVINGTON CREEK DR","13651","EAST:COV13651",TRUE,"ARLINGTON EAST","ARLINGTON EAST",28.3,"COVINGTON CREEK DR - 13651","_cte_lead"
"LS-001279","LEATHERLEAF DR","196","EAST:LEA196",TRUE,"ARLINGTON EAST","ARLINGTON EAST",28.3,"LEATHERLEAF DR - 196","_cte_lead"
"LS-001667","PACEMAKER DR","13288","EAST:PAC13288",TRUE,"ARLINGTON EAST","ARLINGTON EAST",28.3,"PACEMAKER DR - 13288","_cte_lead"
"LS-002200","STEPP AVE","5115","SOUTH:STE5115",TRUE,"BUCKMAN","BUCKMAN",28.3,"STEPP AVE - 5115","_cte_lead"
"LS-000852","EXECUTIVE PARK CT","4808","SOUTH:EXE4808",TRUE,"ARLINGTON EAST","ARLINGTON EAST",50.3,"EXECUTIVE PARK CT - 4808","_cte_lead"
"LS-000260","BAYMEADOWS WAY","7160","SOUTH:BAY7160",TRUE,"ARLINGTON EAST","ARLINGTON EAST",50.3,"BAYMEADOWS WAY - 7160","_cte_lead"
"LS-001657","OSPREY LN","8671","SOUTH:OSP8671",TRUE,"MANDARIN","MANDARIN",63.6,"OSPREY LN - 8671","_cte_lead"
"LS-000071","ADELE RD","2844","SOUTH:ADE2844",TRUE,"BUCKMAN","BUCKMAN",19.6349540849362,"ADELE RD - 2844","_cte_lead"
"LS-002103","A C SKINNER PKWY","8500","SOUTH:ACS8500",TRUE,"ARLINGTON EAST","ARLINGTON EAST",28.3,"A C SKINNER PKWY - 8500","_cte_lead"
"LS-002232","SUNBEAM RD","4130","SOUTH:SUN4130",TRUE,"MANDARIN","MANDARIN",28.3,"SUNBEAM RD - 4130","_cte_lead"
"LS-001131","INDIAN WALK RD","10468","SOUTH:IND10468",TRUE,"MANDARIN","MANDARIN",56.8,"INDIAN WALK RD - 10468","_cte_lead"
"LS-000434","BLUE PACIFIC CT","10837","SOUTH:BLU10837",TRUE,"MANDARIN","MANDARIN",78.5,"BLUE PACIFIC CT - 10837","_cte_lead"
"LS-001461","MILL SPRINGS DR","9411","SOUTH:MIL9411",TRUE,"MANDARIN","MANDARIN",50.3,"MILL SPRINGS DR - 9411","_cte_lead"
"LS-001394","MANDARIN RIDGE LN","11328","SOUTH:MAN11328",TRUE,"MANDARIN","MANDARIN",28.3,"MANDARIN RIDGE LN - 11328","_cte_lead"
"LS-001631","OLD KINGS RD S","9391","SOUTH:OLD9391",TRUE,"MANDARIN","MANDARIN",50.3,"OLD KINGS RD S - 9391","_cte_lead"
"LS-001007","HAMPSHIRE GLEN DR S","8681","SOUTH:HAM8681",TRUE,"ARLINGTON EAST","ARLINGTON EAST",70.9,"HAMPSHIRE GLEN DR S - 8681","_cte_lead"
"LS-001851","REEDY BRANCH DR","8614","SOUTH:REE8614",TRUE,"ARLINGTON EAST","ARLINGTON EAST",113.1,"REEDY BRANCH DR - 8614","_cte_lead"
"LS-001011","HAMPTON LANDING DR E","9151","SOUTH:HAM9151",TRUE,"ARLINGTON EAST","ARLINGTON EAST",50.3,"HAMPTON LANDING DR E - 9151","_cte_lead"
"LS-001173","KEATON LAKE DR","5624","SOUTH:KEA5624",TRUE,"MANDARIN","MANDARIN",28.3,"KEATON LAKE DR - 5624","_cte_lead"
"LS-000971","GRAN BAY PKWY","12870","STJOHNS:GRA12870",FALSE,"MANDARIN","MANDARIN",78.5,"GRAN BAY PKWY - 12870","_cte_leadsp"
"LS-000452","BRADLEY RD","10182","EAST:BRA10182",TRUE,"ARLINGTON EAST","ARLINGTON EAST",28.3,"BRADLEY RD - 10182","_cte_lead"
"LS-000540","CENTRAL PKWY","11550","EAST:CEN11550",TRUE,"ARLINGTON EAST","ARLINGTON EAST",400,"CENTRAL PKWY - 11550","_cte_lead"
"LS-000097","ALUMNI WAY","11009","SOUTH:ALU11009",TRUE,"ARLINGTON EAST","ARLINGTON EAST",70.9,"ALUMNI WAY - 11009","_cte_lead"
"LS-001172","JUPITER CT S","9827","EAST:JUP9764",TRUE,"ARLINGTON EAST","ARLINGTON EAST",28.3,"JUPITER CT S - 9827","_cte_lead"
"LS-000282","BEACH BLVD","11260","SOUTH:BEA11260",TRUE,"ARLINGTON EAST","ARLINGTON EAST",19.6349540849362,"BEACH BLVD - 11260","_cte_lead"
"LS-000425","BLOSSOM RIDGE DR","11301","NORTH:BLO11301",TRUE,"CEDAR BAY","CEDAR BAY",28.3,"BLOSSOM RIDGE DR - 11301","_cte_lead"
"LS-002240","SUNKEN MEADOW CT","11560","NORTH:SUN11560",TRUE,"CEDAR BAY","CEDAR BAY",28.3,"SUNKEN MEADOW CT - 11560","_cte_lead"
"LS-000716","DENISE DR","310","NORTH:DEN310",TRUE,"CEDAR BAY","CEDAR BAY",128,"DENISE DR - 310","_cte_lead"
"LS-000783","PULASKI RD","1192","NORTH:PUL1192",TRUE,"CEDAR BAY","CEDAR BAY",28.3,"PULASKI RD - 1192","_cte_lead"
"LS-001901","ROBERT SCOTT DR S","5104","EAST:ROB5104",TRUE,"BUCKMAN","BUCKMAN",28.3,"ROBERT SCOTT DR S - 5104","_cte_lead"
"LS-000173","ATLANTIC BLVD","4110","EAST:ATL4110",TRUE,"BUCKMAN","BUCKMAN",50.3,"ATLANTIC BLVD - 4110","_cte_lead"
"LS-001536","NEW BERLIN RD","3401","NORTH:NEW3401",TRUE,"CEDAR BAY","CEDAR BAY",78.5,"NEW BERLIN RD - 3401","_cte_lead"
