"Selected(x)","Parent","Name","ObjectType","Template","AttributeValue"
"x","WASTEWATER\EST FLOW\ARLINGTON EAST\ALDEN RD - 11823","CMMS Asset ID","Attribute","","LS-000082"
"x","WASTEWATER\EST FLOW\ARLINGTON EAST\ALDEN RD - 11823","PI Tag","Attribute","","EAST:ALD11823"
"x","WASTEWATER\EST FLOW\ARLINGTON EAST\ALDEN RD - 11823","Wetwell Area","Attribute","","50.3"
"x","WASTEWATER\EST FLOW\ARLINGTON EAST\ALDEN RD - 11823","cte","Element","_cte_lead",""
"x","WASTEWATER\EST FLOW\ARLINGTON EAST\ALDEN RD - 11823","hrt","Element","_hrt",""
"x","WASTEWATER\EST FLOW\ARLINGTON EAST","GENERAL DOOLITTLE DR - 234","Element","_Liftstation",""
"x","WASTEWATER\EST FLOW\ARLINGTON EAST\GENERAL DOOLITTLE DR - 234","CMMS Asset ID","Attribute","","LS-000946"
"x","WASTEWATER\EST FLOW\ARLINGTON EAST\GENERAL DOOLITTLE DR - 234","PI Tag","Attribute","","EAST:GEN234"
"x","WASTEWATER\EST FLOW\ARLINGTON EAST\GENERAL DOOLITTLE DR - 234","Wetwell Area","Attribute","","28.3"
"x","WASTEWATER\EST FLOW\ARLINGTON EAST\GENERAL DOOLITTLE DR - 234","cte","Element","_cte_lead",""
"x","WASTEWATER\EST FLOW\ARLINGTON EAST\GENERAL DOOLITTLE DR - 234","hrt","Element","_hrt",""
"x","WASTEWATER\EST FLOW\ARLINGTON EAST","GROVE PARK BLVD - 487","Element","_Liftstation",""
"x","WASTEWATER\EST FLOW\ARLINGTON EAST\GROVE PARK BLVD - 487","CMMS Asset ID","Attribute","","LS-000997"
"x","WASTEWATER\EST FLOW\ARLINGTON EAST\GROVE PARK BLVD - 487","PI Tag","Attribute","","EAST:GRO487"
"x","WASTEWATER\EST FLOW\ARLINGTON EAST\GROVE PARK BLVD - 487","Wetwell Area","Attribute","","192"
"x","WASTEWATER\EST FLOW\ARLINGTON EAST\GROVE PARK BLVD - 487","cte","Element","_cte_lead",""
"x","WASTEWATER\EST FLOW\ARLINGTON EAST\GROVE PARK BLVD - 487","hrt","Element","_hrt",""
"x","WASTEWATER\EST FLOW\ARLINGTON EAST","TRESCA RD - 420","Element","_Liftstation",""
"x","WASTEWATER\EST FLOW\ARLINGTON EAST\TRESCA RD - 420","CMMS Asset ID","Attribute","","LS-002307"
"x","WASTEWATER\EST FLOW\ARLINGTON EAST\TRESCA RD - 420","PI Tag","Attribute","","EAST:TRE420"
"x","WASTEWATER\EST FLOW\ARLINGTON EAST\TRESCA RD - 420","Wetwell Area","Attribute","","150"
"x","WASTEWATER\EST FLOW\ARLINGTON EAST\TRESCA RD - 420","cte","Element","_cte_lead",""
"x","WASTEWATER\EST FLOW\ARLINGTON EAST\TRESCA RD - 420","hrt","Element","_hrt",""
"x","WASTEWATER\EST FLOW\ARLINGTON EAST","SUNI PINES BLVD - 2801","Element","_Liftstation",""
"x","WASTEWATER\EST FLOW\ARLINGTON EAST\SUNI PINES BLVD - 2801","CMMS Asset ID","Attribute","","LS-000300"
"x","WASTEWATER\EST FLOW\ARLINGTON EAST\SUNI PINES BLVD - 2801","PI Tag","Attribute","","EAST:SUN2801"
"x","WASTEWATER\EST FLOW\ARLINGTON EAST\SUNI PINES BLVD - 2801","Wetwell Area","Attribute","","19.6349540849362"
"x","WASTEWATER\EST FLOW\ARLINGTON EAST\SUNI PINES BLVD - 2801","cte","Element","_cte_lead",""
"x","WASTEWATER\EST FLOW\ARLINGTON EAST\SUNI PINES BLVD - 2801","hrt","Element","_hrt",""
"x","WASTEWATER\EST FLOW\ARLINGTON EAST","IBIS POINT BLVD - 13961","Element","_Liftstation",""
"x","WASTEWATER\EST FLOW\ARLINGTON EAST\IBIS POINT BLVD - 13961","CMMS Asset ID","Attribute","","LS-001122"
"x","WASTEWATER\EST FLOW\ARLINGTON EAST\IBIS POINT BLVD - 13961","PI Tag","Attribute","","EAST:IBI13961"
"x","WASTEWATER\EST FLOW\ARLINGTON EAST\IBIS POINT BLVD - 13961","Wetwell Area","Attribute","","28.3"
"x","WASTEWATER\EST FLOW\ARLINGTON EAST\IBIS POINT BLVD - 13961","cte","Element","_cte_lead",""
"x","WASTEWATER\EST FLOW\ARLINGTON EAST\IBIS POINT BLVD - 13961","hrt","Element","_hrt",""
"x","WASTEWATER\EST FLOW\BUCKMAN","BOULEVARD CENTER DR - 4133","Element","_Liftstation",""
"x","WASTEWATER\EST FLOW\BUCKMAN\BOULEVARD CENTER DR - 4133","CMMS Asset ID","Attribute","","LS-000445"
"x","WASTEWATER\EST FLOW\BUCKMAN\BOULEVARD CENTER DR - 4133","PI Tag","Attribute","","EAST:BOU4133"
"x","WASTEWATER\EST FLOW\BUCKMAN\BOULEVARD CENTER DR - 4133","Wetwell Area","Attribute","","50.3"
"x","WASTEWATER\EST FLOW\BUCKMAN\BOULEVARD CENTER DR - 4133","cte","Element","_cte_lead",""
"x","WASTEWATER\EST FLOW\BUCKMAN\BOULEVARD CENTER DR - 4133","hrt","Element","_hrt",""
"x","WASTEWATER\EST FLOW\BUCKMAN","MARTIN LUTHER KING DR - 5936","Element","_Liftstation",""
"x","WASTEWATER\EST FLOW\BUCKMAN\MARTIN LUTHER KING DR - 5936","CMMS Asset ID","Attribute","","LS-001417"
"x","WASTEWATER\EST FLOW\BUCKMAN\MARTIN LUTHER KING DR - 5936","PI Tag","Attribute","","NORTH:MAR5936"
"x","WASTEWATER\EST FLOW\BUCKMAN\MARTIN LUTHER KING DR - 5936","Wetwell Area","Attribute","","19.6349540849362"
"x","WASTEWATER\EST FLOW\BUCKMAN\MARTIN LUTHER KING DR - 5936","cte","Element","_cte_lead",""
"x","WASTEWATER\EST FLOW\BUCKMAN\MARTIN LUTHER KING DR - 5936","hrt","Element","_hrt",""
"x","WASTEWATER\EST FLOW\BUCKMAN","RICHARDSON RD - 7443","Element","_Liftstation",""
"x","WASTEWATER\EST FLOW\BUCKMAN\RICHARDSON RD - 7443","CMMS Asset ID","Attribute","","LS-001870"
"x","WASTEWATER\EST FLOW\BUCKMAN\RICHARDSON RD - 7443","PI Tag","Attribute","","NORTH:RIC7443"
"x","WASTEWATER\EST FLOW\BUCKMAN\RICHARDSON RD - 7443","Wetwell Area","Attribute","","19.6349540849362"
"x","WASTEWATER\EST FLOW\BUCKMAN\RICHARDSON RD - 7443","cte","Element","_cte_lead",""
"x","WASTEWATER\EST FLOW\BUCKMAN\RICHARDSON RD - 7443","hrt","Element","_hrt",""
"x","WASTEWATER\EST FLOW\BUCKMAN","RHODE ISLAND DR E - 7221","Element","_Liftstation",""
"x","WASTEWATER\EST FLOW\BUCKMAN\RHODE ISLAND DR E - 7221","CMMS Asset ID","Attribute","","LS-001861"
"x","WASTEWATER\EST FLOW\BUCKMAN\RHODE ISLAND DR E - 7221","PI Tag","Attribute","","NORTH:RHO7221"
"x","WASTEWATER\EST FLOW\BUCKMAN\RHODE ISLAND DR E - 7221","Wetwell Area","Attribute","","28.3"
"x","WASTEWATER\EST FLOW\BUCKMAN\RHODE ISLAND DR E - 7221","cte","Element","_cte_leadsp",""
"x","WASTEWATER\EST FLOW\BUCKMAN\RHODE ISLAND DR E - 7221","hrt","Element","_hrt",""
"x","WASTEWATER\EST FLOW\SOUTHWEST","HAMMOND BLVD - 1520","Element","_Liftstation",""
"x","WASTEWATER\EST FLOW\SOUTHWEST\HAMMOND BLVD - 1520","CMMS Asset ID","Attribute","","LS-001005"
"x","WASTEWATER\EST FLOW\SOUTHWEST\HAMMOND BLVD - 1520","PI Tag","Attribute","","WEST:HAM1520"
"x","WASTEWATER\EST FLOW\SOUTHWEST\HAMMOND BLVD - 1520","Wetwell Area","Attribute","","50.3"
"x","WASTEWATER\EST FLOW\SOUTHWEST\HAMMOND BLVD - 1520","cte","Element","_cte_lead",""
"x","WASTEWATER\EST FLOW\SOUTHWEST\HAMMOND BLVD - 1520","hrt","Element","_hrt",""
"x","WASTEWATER\EST FLOW\BUCKMAN","ADDOR LN - 505","Element","_Liftstation",""
"x","WASTEWATER\EST FLOW\BUCKMAN\ADDOR LN - 505","CMMS Asset ID","Attribute","","LS-000069"
"x","WASTEWATER\EST FLOW\BUCKMAN\ADDOR LN - 505","PI Tag","Attribute","","WEST:ADD505"
"x","WASTEWATER\EST FLOW\BUCKMAN\ADDOR LN - 505","Wetwell Area","Attribute","","50.3"
"x","WASTEWATER\EST FLOW\BUCKMAN\ADDOR LN - 505","cte","Element","_cte_lead",""
"x","WASTEWATER\EST FLOW\BUCKMAN\ADDOR LN - 505","hrt","Element","_hrt",""
"x","WASTEWATER\EST FLOW\SOUTHWEST","MCGIRTS BLVD - 4170","Element","_Liftstation",""
"x","WASTEWATER\EST FLOW\SOUTHWEST\MCGIRTS BLVD - 4170","CMMS Asset ID","Attribute","","LS-001430"
"x","WASTEWATER\EST FLOW\SOUTHWEST\MCGIRTS BLVD - 4170","PI Tag","Attribute","","WEST:MCG4170"
"x","WASTEWATER\EST FLOW\SOUTHWEST\MCGIRTS BLVD - 4170","Wetwell Area","Attribute","","78.5"
"x","WASTEWATER\EST FLOW\SOUTHWEST\MCGIRTS BLVD - 4170","cte","Element","_cte_lead",""
"x","WASTEWATER\EST FLOW\SOUTHWEST\MCGIRTS BLVD - 4170","hrt","Element","_hrt",""
"x","WASTEWATER\EST FLOW\BUCKMAN","LAKESIDE DR - 4294","Element","_Liftstation",""
"x","WASTEWATER\EST FLOW\BUCKMAN\LAKESIDE DR - 4294","CMMS Asset ID","Attribute","","LS-001224"
"x","WASTEWATER\EST FLOW\BUCKMAN\LAKESIDE DR - 4294","PI Tag","Attribute","","WEST:LAK4294"
"x","WASTEWATER\EST FLOW\BUCKMAN\LAKESIDE DR - 4294","Wetwell Area","Attribute","","50.3"
"x","WASTEWATER\EST FLOW\BUCKMAN\LAKESIDE DR - 4294","cte","Element","_cte_lead",""
"x","WASTEWATER\EST FLOW\BUCKMAN\LAKESIDE DR - 4294","hrt","Element","_hrt",""
"x","WASTEWATER\EST FLOW\BUCKMAN","QUAN DR - 5148","Element","_Liftstation",""
"x","WASTEWATER\EST FLOW\BUCKMAN\QUAN DR - 5148","CMMS Asset ID","Attribute","","LS-001821"
"x","WASTEWATER\EST FLOW\BUCKMAN\QUAN DR - 5148","PI Tag","Attribute","","WEST:QUA5148"
"x","WASTEWATER\EST FLOW\BUCKMAN\QUAN DR - 5148","Wetwell Area","Attribute","","90.5"
"x","WASTEWATER\EST FLOW\BUCKMAN\QUAN DR - 5148","cte","Element","_cte_leadsp",""
"x","WASTEWATER\EST FLOW\BUCKMAN\QUAN DR - 5148","hrt","Element","_hrt",""
"x","WASTEWATER\EST FLOW\BUCKMAN","BAYCREST RD - 5239","Element","_Liftstation",""
"x","WASTEWATER\EST FLOW\BUCKMAN\BAYCREST RD - 5239","CMMS Asset ID","Attribute","","LS-000248"
"x","WASTEWATER\EST FLOW\BUCKMAN\BAYCREST RD - 5239","PI Tag","Attribute","","WEST:BAY5239"
"x","WASTEWATER\EST FLOW\BUCKMAN\BAYCREST RD - 5239","Wetwell Area","Attribute","","19.6349540849362"
"x","WASTEWATER\EST FLOW\BUCKMAN\BAYCREST RD - 5239","cte","Element","_cte_lead",""
"x","WASTEWATER\EST FLOW\BUCKMAN\BAYCREST RD - 5239","hrt","Element","_hrt",""
"x","WASTEWATER\EST FLOW\SOUTHWEST","JAMMES RD - 5541","Element","_Liftstation",""
"x","WASTEWATER\EST FLOW\SOUTHWEST\JAMMES RD - 5541","CMMS Asset ID","Attribute","","LS-001146"
"x","WASTEWATER\EST FLOW\SOUTHWEST\JAMMES RD - 5541","PI Tag","Attribute","","WEST:JAM5541"
"x","WASTEWATER\EST FLOW\SOUTHWEST\JAMMES RD - 5541","Wetwell Area","Attribute","","19.6349540849362"
"x","WASTEWATER\EST FLOW\SOUTHWEST\JAMMES RD - 5541","cte","Element","_cte_lead",""
"x","WASTEWATER\EST FLOW\SOUTHWEST\JAMMES RD - 5541","hrt","Element","_hrt",""
"x","WASTEWATER\EST FLOW\SOUTHWEST","TIMUQUANA RD - 5565","Element","_Liftstation",""
"x","WASTEWATER\EST FLOW\SOUTHWEST\TIMUQUANA RD - 5565","CMMS Asset ID","Attribute","","LS-002281"
"x","WASTEWATER\EST FLOW\SOUTHWEST\TIMUQUANA RD - 5565","PI Tag","Attribute","","WEST:TIM5565"
"x","WASTEWATER\EST FLOW\SOUTHWEST\TIMUQUANA RD - 5565","Wetwell Area","Attribute","","80"
"x","WASTEWATER\EST FLOW\SOUTHWEST\TIMUQUANA RD - 5565","cte","Element","_cte_lead",""
"x","WASTEWATER\EST FLOW\SOUTHWEST\TIMUQUANA RD - 5565","hrt","Element","_hrt",""
"x","WASTEWATER\EST FLOW\SOUTHWEST","LA MOYA AVE - 5549","Element","_Liftstation",""
"x","WASTEWATER\EST FLOW\SOUTHWEST\LA MOYA AVE - 5549","CMMS Asset ID","Attribute","","LS-001205"
"x","WASTEWATER\EST FLOW\SOUTHWEST\LA MOYA AVE - 5549","PI Tag","Attribute","","WEST:LAM5549"
"x","WASTEWATER\EST FLOW\SOUTHWEST\LA MOYA AVE - 5549","Wetwell Area","Attribute","","28.3"
"x","WASTEWATER\EST FLOW\SOUTHWEST\LA MOYA AVE - 5549","cte","Element","_cte_lead",""
"x","WASTEWATER\EST FLOW\SOUTHWEST\LA MOYA AVE - 5549","hrt","Element","_hrt",""
"x","WASTEWATER\EST FLOW\SOUTHWEST","TENNYSON DR - 6084","Element","_Liftstation",""
"x","WASTEWATER\EST FLOW\SOUTHWEST\TENNYSON DR - 6084","CMMS Asset ID","Attribute","","LS-002260"
"x","WASTEWATER\EST FLOW\SOUTHWEST\TENNYSON DR - 6084","PI Tag","Attribute","","WEST:TEN6084"
"x","WASTEWATER\EST FLOW\SOUTHWEST\TENNYSON DR - 6084","Wetwell Area","Attribute","","23.8"
"x","WASTEWATER\EST FLOW\SOUTHWEST\TENNYSON DR - 6084","cte","Element","_cte_lead",""
"x","WASTEWATER\EST FLOW\SOUTHWEST\TENNYSON DR - 6084","hrt","Element","_hrt",""
"x","WASTEWATER\EST FLOW\MANDARIN","ROYAL FERN LN S - 2269","Element","_Liftstation",""
"x","WASTEWATER\EST FLOW\MANDARIN\ROYAL FERN LN S - 2269","CMMS Asset ID","Attribute","","LS-001927"
"x","WASTEWATER\EST FLOW\MANDARIN\ROYAL FERN LN S - 2269","PI Tag","Attribute","","SOUTH:ROY2269"
"x","WASTEWATER\EST FLOW\MANDARIN\ROYAL FERN LN S - 2269","Wetwell Area","Attribute","","50.3"
"x","WASTEWATER\EST FLOW\MANDARIN\ROYAL FERN LN S - 2269","cte","Element","_cte_lead",""
"x","WASTEWATER\EST FLOW\MANDARIN\ROYAL FERN LN S - 2269","hrt","Element","_hrt",""
"x","WASTEWATER\EST FLOW\MANDARIN","SAN JOSE BLVD - 11700","Element","_Liftstation",""
"x","WASTEWATER\EST FLOW\MANDARIN\SAN JOSE BLVD - 11700","CMMS Asset ID","Attribute","","LS-001963"
"x","WASTEWATER\EST FLOW\MANDARIN\SAN JOSE BLVD - 11700","PI Tag","Attribute","","SOUTH:SAN11700"
"x","WASTEWATER\EST FLOW\MANDARIN\SAN JOSE BLVD - 11700","Wetwell Area","Attribute","","28.3"
"x","WASTEWATER\EST FLOW\MANDARIN\SAN JOSE BLVD - 11700","cte","Element","_cte_lead",""
"x","WASTEWATER\EST FLOW\MANDARIN\SAN JOSE BLVD - 11700","hrt","Element","_hrt",""
"x","WASTEWATER\EST FLOW\MANDARIN","BRADY PLACE BLVD S - 12714","Element","_Liftstation",""
"x","WASTEWATER\EST FLOW\MANDARIN\BRADY PLACE BLVD S - 12714","CMMS Asset ID","Attribute","","LS-000456"
"x","WASTEWATER\EST FLOW\MANDARIN\BRADY PLACE BLVD S - 12714","PI Tag","Attribute","","SOUTH:BRA12714"
"x","WASTEWATER\EST FLOW\MANDARIN\BRADY PLACE BLVD S - 12714","Wetwell Area","Attribute","","50.3"
"x","WASTEWATER\EST FLOW\MANDARIN\BRADY PLACE BLVD S - 12714","cte","Element","_cte_leadsp",""
"x","WASTEWATER\EST FLOW\MANDARIN\BRADY PLACE BLVD S - 12714","hrt","Element","_hrt",""
"x","WASTEWATER\EST FLOW\MANDARIN","MESA VERDE TRL - 12237","Element","_Liftstation",""
"x","WASTEWATER\EST FLOW\MANDARIN\MESA VERDE TRL - 12237","CMMS Asset ID","Attribute","","LS-001455"
"x","WASTEWATER\EST FLOW\MANDARIN\MESA VERDE TRL - 12237","PI Tag","Attribute","","SOUTH:MES12237"
"x","WASTEWATER\EST FLOW\MANDARIN\MESA VERDE TRL - 12237","Wetwell Area","Attribute","","50.3"
"x","WASTEWATER\EST FLOW\MANDARIN\MESA VERDE TRL - 12237","cte","Element","_cte_lead",""
"x","WASTEWATER\EST FLOW\MANDARIN\MESA VERDE TRL - 12237","hrt","Element","_hrt",""
"x","WASTEWATER\EST FLOW\MANDARIN","MERGANSER WAY - 11815","Element","_Liftstation",""
"x","WASTEWATER\EST FLOW\MANDARIN\MERGANSER WAY - 11815","CMMS Asset ID","Attribute","","LS-001450"
"x","WASTEWATER\EST FLOW\MANDARIN\MERGANSER WAY - 11815","PI Tag","Attribute","","SOUTH:MER11815"
"x","WASTEWATER\EST FLOW\MANDARIN\MERGANSER WAY - 11815","Wetwell Area","Attribute","","50.3"
"x","WASTEWATER\EST FLOW\MANDARIN\MERGANSER WAY - 11815","cte","Element","_cte_lead",""
"x","WASTEWATER\EST FLOW\MANDARIN\MERGANSER WAY - 11815","hrt","Element","_hrt",""
"x","WASTEWATER\EST FLOW\BUCKMAN","BREST RD - 2391","Element","_Liftstation",""
"x","WASTEWATER\EST FLOW\BUCKMAN\BREST RD - 2391","CMMS Asset ID","Attribute","","LS-000459"
"x","WASTEWATER\EST FLOW\BUCKMAN\BREST RD - 2391","PI Tag","Attribute","","SOUTH:BRE2391"
"x","WASTEWATER\EST FLOW\BUCKMAN\BREST RD - 2391","Wetwell Area","Attribute","","19.6349540849362"
"x","WASTEWATER\EST FLOW\BUCKMAN\BREST RD - 2391","cte","Element","_cte_lead",""
"x","WASTEWATER\EST FLOW\BUCKMAN\BREST RD - 2391","hrt","Element","_hrt",""
"x","WASTEWATER\EST FLOW\ARLINGTON EAST","BLARNEY STONE CT - 8621","Element","_Liftstation",""
"x","WASTEWATER\EST FLOW\ARLINGTON EAST\BLARNEY STONE CT - 8621","CMMS Asset ID","Attribute","","LS-000423"
"x","WASTEWATER\EST FLOW\ARLINGTON EAST\BLARNEY STONE CT - 8621","PI Tag","Attribute","","SOUTH:BLA8621"
"x","WASTEWATER\EST FLOW\ARLINGTON EAST\BLARNEY STONE CT - 8621","Wetwell Area","Attribute","","68"
"x","WASTEWATER\EST FLOW\ARLINGTON EAST\BLARNEY STONE CT - 8621","cte","Element","_cte_lead",""
"x","WASTEWATER\EST FLOW\ARLINGTON EAST\BLARNEY STONE CT - 8621","hrt","Element","_hrt",""
"x","WASTEWATER\EST FLOW\BUCKMAN","MORRISON ST - 4516","Element","_Liftstation",""
"x","WASTEWATER\EST FLOW\BUCKMAN\MORRISON ST - 4516","CMMS Asset ID","Attribute","","LS-001496"
"x","WASTEWATER\EST FLOW\BUCKMAN\MORRISON ST - 4516","PI Tag","Attribute","","NORTH:MOR4516"
"x","WASTEWATER\EST FLOW\BUCKMAN\MORRISON ST - 4516","Wetwell Area","Attribute","","54"
"x","WASTEWATER\EST FLOW\BUCKMAN\MORRISON ST - 4516","cte","Element","_cte_lead",""
"x","WASTEWATER\EST FLOW\BUCKMAN\MORRISON ST - 4516","hrt","Element","_hrt",""
"x","WASTEWATER\EST FLOW\CEDAR BAY","ZOO RD - 8602","Element","_Liftstation",""
"x","WASTEWATER\EST FLOW\CEDAR BAY\ZOO RD - 8602","CMMS Asset ID","Attribute","","LS-002478"
"x","WASTEWATER\EST FLOW\CEDAR BAY\ZOO RD - 8602","PI Tag","Attribute","","NORTH:ZOO8602"
"x","WASTEWATER\EST FLOW\CEDAR BAY\ZOO RD - 8602","Wetwell Area","Attribute","","19.6349540849362"
"x","WASTEWATER\EST FLOW\CEDAR BAY\ZOO RD - 8602","cte","Element","_cte_lead",""
"x","WASTEWATER\EST FLOW\CEDAR BAY\ZOO RD - 8602","hrt","Element","_hrt",""
"x","WASTEWATER\EST FLOW\BUCKMAN","PETTIFORD DR E - 6295","Element","_Liftstation",""
"x","WASTEWATER\EST FLOW\BUCKMAN\PETTIFORD DR E - 6295","CMMS Asset ID","Attribute","","LS-001706"
"x","WASTEWATER\EST FLOW\BUCKMAN\PETTIFORD DR E - 6295","PI Tag","Attribute","","NORTH:PET6295"
"x","WASTEWATER\EST FLOW\BUCKMAN\PETTIFORD DR E - 6295","Wetwell Area","Attribute","","28.3"
"x","WASTEWATER\EST FLOW\BUCKMAN\PETTIFORD DR E - 6295","cte","Element","_cte_lead",""
"x","WASTEWATER\EST FLOW\BUCKMAN\PETTIFORD DR E - 6295","hrt","Element","_hrt",""
"x","WASTEWATER\EST FLOW\BUCKMAN","FLICKER AVE - 5926","Element","_Liftstation",""
"x","WASTEWATER\EST FLOW\BUCKMAN\FLICKER AVE - 5926","CMMS Asset ID","Attribute","","LS-000884"
"x","WASTEWATER\EST FLOW\BUCKMAN\FLICKER AVE - 5926","PI Tag","Attribute","","NORTH:FLI5926"
"x","WASTEWATER\EST FLOW\BUCKMAN\FLICKER AVE - 5926","Wetwell Area","Attribute","","113.1"
"x","WASTEWATER\EST FLOW\BUCKMAN\FLICKER AVE - 5926","cte","Element","_cte_lead",""
"x","WASTEWATER\EST FLOW\BUCKMAN\FLICKER AVE - 5926","hrt","Element","_hrt",""
"x","WASTEWATER\EST FLOW\SOUTHWEST","CHERBOURG AVE N - 6705","Element","_Liftstation",""
"x","WASTEWATER\EST FLOW\SOUTHWEST\CHERBOURG AVE N - 6705","CMMS Asset ID","Attribute","","LS-000561"
"x","WASTEWATER\EST FLOW\SOUTHWEST\CHERBOURG AVE N - 6705","PI Tag","Attribute","","WEST:CHE6705"
"x","WASTEWATER\EST FLOW\SOUTHWEST\CHERBOURG AVE N - 6705","Wetwell Area","Attribute","","80"
"x","WASTEWATER\EST FLOW\SOUTHWEST\CHERBOURG AVE N - 6705","cte","Element","_cte_lead",""
"x","WASTEWATER\EST FLOW\SOUTHWEST\CHERBOURG AVE N - 6705","hrt","Element","_hrt",""
"x","WASTEWATER\EST FLOW\SOUTHWEST","HARLOW BLVD - 6640","Element","_Liftstation",""
"x","WASTEWATER\EST FLOW\SOUTHWEST\HARLOW BLVD - 6640","CMMS Asset ID","Attribute","","LS-001019"
"x","WASTEWATER\EST FLOW\SOUTHWEST\HARLOW BLVD - 6640","PI Tag","Attribute","","WEST:HAR6640"
"x","WASTEWATER\EST FLOW\SOUTHWEST\HARLOW BLVD - 6640","Wetwell Area","Attribute","","100"
"x","WASTEWATER\EST FLOW\SOUTHWEST\HARLOW BLVD - 6640","cte","Element","_cte_lead",""
"x","WASTEWATER\EST FLOW\SOUTHWEST\HARLOW BLVD - 6640","hrt","Element","_hrt",""
"x","WASTEWATER\EST FLOW\BUCKMAN","NORMANDY BLVD - 5121","Element","_Liftstation",""
"x","WASTEWATER\EST FLOW\BUCKMAN\NORMANDY BLVD - 5121","CMMS Asset ID","Attribute","","LS-001574"
"x","WASTEWATER\EST FLOW\BUCKMAN\NORMANDY BLVD - 5121","PI Tag","Attribute","","WEST:NOR5121"
"x","WASTEWATER\EST FLOW\BUCKMAN\NORMANDY BLVD - 5121","Wetwell Area","Attribute","","19.6349540849362"
"x","WASTEWATER\EST FLOW\BUCKMAN\NORMANDY BLVD - 5121","cte","Element","_cte_lead",""
"x","WASTEWATER\EST FLOW\BUCKMAN\NORMANDY BLVD - 5121","hrt","Element","_hrt",""
"x","WASTEWATER\EST FLOW\BUCKMAN","NELSON ST - 1082","Element","_Liftstation",""
"x","WASTEWATER\EST FLOW\BUCKMAN\NELSON ST - 1082","CMMS Asset ID","Attribute","","LS-001520"
"x","WASTEWATER\EST FLOW\BUCKMAN\NELSON ST - 1082","PI Tag","Attribute","","WEST:NEL1082"
"x","WASTEWATER\EST FLOW\BUCKMAN\NELSON ST - 1082","Wetwell Area","Attribute","","50.3"
"x","WASTEWATER\EST FLOW\BUCKMAN\NELSON ST - 1082","cte","Element","_cte_lead",""
"x","WASTEWATER\EST FLOW\BUCKMAN\NELSON ST - 1082","hrt","Element","_hrt",""
"x","WASTEWATER\EST FLOW\BUCKMAN","MCCOYS CREEK BLVD - 2251","Element","_Liftstation",""
"x","WASTEWATER\EST FLOW\BUCKMAN\MCCOYS CREEK BLVD - 2251","CMMS Asset ID","Attribute","","LS-001428"
"x","WASTEWATER\EST FLOW\BUCKMAN\MCCOYS CREEK BLVD - 2251","PI Tag","Attribute","","NORTH:MCC2251"
"x","WASTEWATER\EST FLOW\BUCKMAN\MCCOYS CREEK BLVD - 2251","Wetwell Area","Attribute","","63.6"
"x","WASTEWATER\EST FLOW\BUCKMAN\MCCOYS CREEK BLVD - 2251","cte","Element","_cte_lead",""
"x","WASTEWATER\EST FLOW\BUCKMAN\MCCOYS CREEK BLVD - 2251","hrt","Element","_hrt",""
"x","WASTEWATER\EST FLOW\BUCKMAN","WATER ST - 604","Element","_Liftstation",""
"x","WASTEWATER\EST FLOW\BUCKMAN\WATER ST - 604","CMMS Asset ID","Attribute","","LS-002394"
"x","WASTEWATER\EST FLOW\BUCKMAN\WATER ST - 604","PI Tag","Attribute","","NORTH:WAT604"
"x","WASTEWATER\EST FLOW\BUCKMAN\WATER ST - 604","Wetwell Area","Attribute","","425.2"
"x","WASTEWATER\EST FLOW\BUCKMAN\WATER ST - 604","cte","Element","_cte_leadsp",""
"x","WASTEWATER\EST FLOW\BUCKMAN\WATER ST - 604","hrt","Element","_hrt",""
"x","WASTEWATER\EST FLOW\ARLINGTON EAST","GATELY RD S - 12409","Element","_Liftstation",""
"x","WASTEWATER\EST FLOW\ARLINGTON EAST\GATELY RD S - 12409","CMMS Asset ID","Attribute","","LS-000939"
"x","WASTEWATER\EST FLOW\ARLINGTON EAST\GATELY RD S - 12409","PI Tag","Attribute","","EAST:GAT12409"
"x","WASTEWATER\EST FLOW\ARLINGTON EAST\GATELY RD S - 12409","Wetwell Area","Attribute","","28.3"
"x","WASTEWATER\EST FLOW\ARLINGTON EAST\GATELY RD S - 12409","cte","Element","_cte_lead",""
"x","WASTEWATER\EST FLOW\ARLINGTON EAST\GATELY RD S - 12409","hrt","Element","_hrt",""
"x","WASTEWATER\EST FLOW\ARLINGTON EAST","SOUTHBROOK DR - 9601","Element","_Liftstation",""
"x","WASTEWATER\EST FLOW\ARLINGTON EAST\SOUTHBROOK DR - 9601","CMMS Asset ID","Attribute","","LS-002089"
"x","WASTEWATER\EST FLOW\ARLINGTON EAST\SOUTHBROOK DR - 9601","PI Tag","Attribute","","SOUTH:SOU9601"
"x","WASTEWATER\EST FLOW\ARLINGTON EAST\SOUTHBROOK DR - 9601","Wetwell Area","Attribute","","78.5"
"x","WASTEWATER\EST FLOW\ARLINGTON EAST\SOUTHBROOK DR - 9601","cte","Element","_cte_lead",""
"x","WASTEWATER\EST FLOW\ARLINGTON EAST\SOUTHBROOK DR - 9601","hrt","Element","_hrt",""
"x","WASTEWATER\EST FLOW\ARLINGTON EAST","MOUNTAIN BROOK LN E - 4513","Element","_Liftstation",""
"x","WASTEWATER\EST FLOW\ARLINGTON EAST\MOUNTAIN BROOK LN E - 4513","CMMS Asset ID","Attribute","","LS-001508"
"x","WASTEWATER\EST FLOW\ARLINGTON EAST\MOUNTAIN BROOK LN E - 4513","PI Tag","Attribute","","EAST:MOU4513"
