"Selected(x)","Parent","Name","ObjectType","Template","AttributeValue"
"x","WASTEWATER\EST FLOW\BUCKMAN\HAMILTON ST - 1396","CMMS Asset ID","Attribute","","LS-001003"
"x","WASTEWATER\EST FLOW\BUCKMAN\HAMILTON ST - 1396","PI Tag","Attribute","","WEST:HAM1396"
"x","WASTEWATER\EST FLOW\BUCKMAN\HAMILTON ST - 1396","Wetwell Area","Attribute","","50.3"
"x","WASTEWATER\EST FLOW\BUCKMAN\HAMILTON ST - 1396","cte","Element","_cte_lead",""
"x","WASTEWATER\EST FLOW\BUCKMAN\HAMILTON ST - 1396","hrt","Element","_hrt",""
"x","WASTEWATER\EST FLOW\ARLINGTON EAST","MARSH HAMMOCK DR E - 4790","Element","_Liftstation",""
"x","WASTEWATER\EST FLOW\ARLINGTON EAST\MARSH HAMMOCK DR E - 4790","CMMS Asset ID","Attribute","","LS-001410"
"x","WASTEWATER\EST FLOW\ARLINGTON EAST\MARSH HAMMOCK DR E - 4790","PI Tag","Attribute","","EAST:MAR4790"
"x","WASTEWATER\EST FLOW\ARLINGTON EAST\MARSH HAMMOCK DR E - 4790","Wetwell Area","Attribute","","28.3"
"x","WASTEWATER\EST FLOW\ARLINGTON EAST\MARSH HAMMOCK DR E - 4790","cte","Element","_cte_lead",""
"x","WASTEWATER\EST FLOW\ARLINGTON EAST\MARSH HAMMOCK DR E - 4790","hrt","Element","_hrt",""
"x","WASTEWATER\EST FLOW\SOUTHWEST","FAITH MEMORIAL DR - 711","Element","_Liftstation",""
"x","WASTEWATER\EST FLOW\SOUTHWEST\FAITH MEMORIAL DR - 711","CMMS Asset ID","Attribute","","LS-000855"
"x","WASTEWATER\EST FLOW\SOUTHWEST\FAITH MEMORIAL DR - 711","PI Tag","Attribute","","WEST:FAI711"
"x","WASTEWATER\EST FLOW\SOUTHWEST\FAITH MEMORIAL DR - 711","Wetwell Area","Attribute","","50.3"
"x","WASTEWATER\EST FLOW\SOUTHWEST\FAITH MEMORIAL DR - 711","cte","Element","_cte_lead",""
"x","WASTEWATER\EST FLOW\SOUTHWEST\FAITH MEMORIAL DR - 711","hrt","Element","_hrt",""
"x","WASTEWATER\EST FLOW\ARLINGTON EAST","FOGGY VEIL CT - 3757","Element","_Liftstation",""
"x","WASTEWATER\EST FLOW\ARLINGTON EAST\FOGGY VEIL CT - 3757","CMMS Asset ID","Attribute","","LS-000895"
"x","WASTEWATER\EST FLOW\ARLINGTON EAST\FOGGY VEIL CT - 3757","PI Tag","Attribute","","EAST:FOG3757"
"x","WASTEWATER\EST FLOW\ARLINGTON EAST\FOGGY VEIL CT - 3757","Wetwell Area","Attribute","","28.3"
"x","WASTEWATER\EST FLOW\ARLINGTON EAST\FOGGY VEIL CT - 3757","cte","Element","_cte_lead",""
"x","WASTEWATER\EST FLOW\ARLINGTON EAST\FOGGY VEIL CT - 3757","hrt","Element","_hrt",""
"x","WASTEWATER\EST FLOW\ARLINGTON EAST","MARSH ISLAND LN - 14657","Element","_Liftstation",""
"x","WASTEWATER\EST FLOW\ARLINGTON EAST\MARSH ISLAND LN - 14657","CMMS Asset ID","Attribute","","LS-001412"
"x","WASTEWATER\EST FLOW\ARLINGTON EAST\MARSH ISLAND LN - 14657","PI Tag","Attribute","","EAST:MAR14657"
"x","WASTEWATER\EST FLOW\ARLINGTON EAST\MARSH ISLAND LN - 14657","Wetwell Area","Attribute","","38.5"
"x","WASTEWATER\EST FLOW\ARLINGTON EAST\MARSH ISLAND LN - 14657","cte","Element","_cte_lead",""
"x","WASTEWATER\EST FLOW\ARLINGTON EAST\MARSH ISLAND LN - 14657","hrt","Element","_hrt",""
"x","WASTEWATER\EST FLOW\PONCE DE LEON","TURTLE BAY LN - 85","Element","_Liftstation",""
"x","WASTEWATER\EST FLOW\PONCE DE LEON\TURTLE BAY LN - 85","CMMS Asset ID","Attribute","","LS-002311"
"x","WASTEWATER\EST FLOW\PONCE DE LEON\TURTLE BAY LN - 85","PI Tag","Attribute","","STJOHNS:TUR199A"
"x","WASTEWATER\EST FLOW\PONCE DE LEON\TURTLE BAY LN - 85","Wetwell Area","Attribute","","28.3"
"x","WASTEWATER\EST FLOW\PONCE DE LEON\TURTLE BAY LN - 85","cte","Element","_cte_lead",""
"x","WASTEWATER\EST FLOW\PONCE DE LEON\TURTLE BAY LN - 85","hrt","Element","_hrt",""
"x","WASTEWATER\EST FLOW\ARLINGTON EAST","COASTAL VIEW DR - 3660","Element","_Liftstation",""
"x","WASTEWATER\EST FLOW\ARLINGTON EAST\COASTAL VIEW DR - 3660","CMMS Asset ID","Attribute","","LS-000595"
"x","WASTEWATER\EST FLOW\ARLINGTON EAST\COASTAL VIEW DR - 3660","PI Tag","Attribute","","EAST:COA3660"
"x","WASTEWATER\EST FLOW\ARLINGTON EAST\COASTAL VIEW DR - 3660","Wetwell Area","Attribute","","28.3"
"x","WASTEWATER\EST FLOW\ARLINGTON EAST\COASTAL VIEW DR - 3660","cte","Element","_cte_lead",""
"x","WASTEWATER\EST FLOW\ARLINGTON EAST\COASTAL VIEW DR - 3660","hrt","Element","_hrt",""
"x","WASTEWATER\EST FLOW\ARLINGTON EAST","SAN PABLO RD S - 4467","Element","_Liftstation",""
"x","WASTEWATER\EST FLOW\ARLINGTON EAST\SAN PABLO RD S - 4467","CMMS Asset ID","Attribute","","LS-002006"
"x","WASTEWATER\EST FLOW\ARLINGTON EAST\SAN PABLO RD S - 4467","PI Tag","Attribute","","EAST:SAN4467"
"x","WASTEWATER\EST FLOW\ARLINGTON EAST\SAN PABLO RD S - 4467","Wetwell Area","Attribute","","23.8"
"x","WASTEWATER\EST FLOW\ARLINGTON EAST\SAN PABLO RD S - 4467","cte","Element","_cte_lead",""
"x","WASTEWATER\EST FLOW\ARLINGTON EAST\SAN PABLO RD S - 4467","hrt","Element","_hrt",""
"x","WASTEWATER\EST FLOW\ARLINGTON EAST","JOSE VEDRA BLVD - 14450","Element","_Liftstation",""
"x","WASTEWATER\EST FLOW\ARLINGTON EAST\JOSE VEDRA BLVD - 14450","CMMS Asset ID","Attribute","","LS-001166"
"x","WASTEWATER\EST FLOW\ARLINGTON EAST\JOSE VEDRA BLVD - 14450","PI Tag","Attribute","","EAST:JOS14450"
"x","WASTEWATER\EST FLOW\ARLINGTON EAST\JOSE VEDRA BLVD - 14450","Wetwell Area","Attribute","","28.3"
"x","WASTEWATER\EST FLOW\ARLINGTON EAST\JOSE VEDRA BLVD - 14450","cte","Element","_cte_lead",""
"x","WASTEWATER\EST FLOW\ARLINGTON EAST\JOSE VEDRA BLVD - 14450","hrt","Element","_hrt",""
"x","WASTEWATER\EST FLOW\ARLINGTON EAST","STACEY RD - 14463","Element","_Liftstation",""
"x","WASTEWATER\EST FLOW\ARLINGTON EAST\STACEY RD - 14463","CMMS Asset ID","Attribute","","LS-002187"
"x","WASTEWATER\EST FLOW\ARLINGTON EAST\STACEY RD - 14463","PI Tag","Attribute","","EAST:STA14463"
"x","WASTEWATER\EST FLOW\ARLINGTON EAST\STACEY RD - 14463","Wetwell Area","Attribute","","19.6349540849362"
"x","WASTEWATER\EST FLOW\ARLINGTON EAST\STACEY RD - 14463","cte","Element","_cte_lead",""
"x","WASTEWATER\EST FLOW\ARLINGTON EAST\STACEY RD - 14463","hrt","Element","_hrt",""
"x","WASTEWATER\EST FLOW\BLACKS FORD","ROBERTS RD - 687","Element","_Liftstation",""
"x","WASTEWATER\EST FLOW\BLACKS FORD\ROBERTS RD - 687","CMMS Asset ID","Attribute","","LS-001903"
"x","WASTEWATER\EST FLOW\BLACKS FORD\ROBERTS RD - 687","PI Tag","Attribute","","STJOHNS:ROB687"
"x","WASTEWATER\EST FLOW\BLACKS FORD\ROBERTS RD - 687","Wetwell Area","Attribute","","28.3"
"x","WASTEWATER\EST FLOW\BLACKS FORD\ROBERTS RD - 687","cte","Element","_cte_lead",""
"x","WASTEWATER\EST FLOW\BLACKS FORD\ROBERTS RD - 687","hrt","Element","_hrt",""
"x","WASTEWATER\EST FLOW\BUCKMAN","DEERWOOD CIR N - 908","Element","_Liftstation",""
"x","WASTEWATER\EST FLOW\BUCKMAN\DEERWOOD CIR N - 908","CMMS Asset ID","Attribute","","LS-000706"
"x","WASTEWATER\EST FLOW\BUCKMAN\DEERWOOD CIR N - 908","PI Tag","Attribute","","NORTH:DEE908"
"x","WASTEWATER\EST FLOW\BUCKMAN\DEERWOOD CIR N - 908","Wetwell Area","Attribute","","50.3"
"x","WASTEWATER\EST FLOW\BUCKMAN\DEERWOOD CIR N - 908","cte","Element","_cte_lead",""
"x","WASTEWATER\EST FLOW\BUCKMAN\DEERWOOD CIR N - 908","hrt","Element","_hrt",""
"x","WASTEWATER\EST FLOW\CEDAR BAY","ANDERSON WOODS DR - 4172","Element","_Liftstation",""
"x","WASTEWATER\EST FLOW\CEDAR BAY\ANDERSON WOODS DR - 4172","CMMS Asset ID","Attribute","","LS-000104"
"x","WASTEWATER\EST FLOW\CEDAR BAY\ANDERSON WOODS DR - 4172","PI Tag","Attribute","","NORTH:AND4172"
"x","WASTEWATER\EST FLOW\CEDAR BAY\ANDERSON WOODS DR - 4172","Wetwell Area","Attribute","","28.3"
"x","WASTEWATER\EST FLOW\CEDAR BAY\ANDERSON WOODS DR - 4172","cte","Element","_cte_lead",""
"x","WASTEWATER\EST FLOW\CEDAR BAY\ANDERSON WOODS DR - 4172","hrt","Element","_hrt",""
"x","WASTEWATER\EST FLOW\ARLINGTON EAST","MILLCOE RD - 1400","Element","_Liftstation",""
"x","WASTEWATER\EST FLOW\ARLINGTON EAST\MILLCOE RD - 1400","CMMS Asset ID","Attribute","","LS-001462"
"x","WASTEWATER\EST FLOW\ARLINGTON EAST\MILLCOE RD - 1400","PI Tag","Attribute","","EAST:MIL1400"
"x","WASTEWATER\EST FLOW\ARLINGTON EAST\MILLCOE RD - 1400","Wetwell Area","Attribute","","28.3"
"x","WASTEWATER\EST FLOW\ARLINGTON EAST\MILLCOE RD - 1400","cte","Element","_cte_lead",""
"x","WASTEWATER\EST FLOW\ARLINGTON EAST\MILLCOE RD - 1400","hrt","Element","_hrt",""
"x","WASTEWATER\EST FLOW\ARLINGTON EAST","CEDAR ISLAND DR - 14600","Element","_Liftstation",""
"x","WASTEWATER\EST FLOW\ARLINGTON EAST\CEDAR ISLAND DR - 14600","CMMS Asset ID","Attribute","","LS-000536"
"x","WASTEWATER\EST FLOW\ARLINGTON EAST\CEDAR ISLAND DR - 14600","PI Tag","Attribute","","EAST:CED14600"
"x","WASTEWATER\EST FLOW\ARLINGTON EAST\CEDAR ISLAND DR - 14600","Wetwell Area","Attribute","","63.6"
"x","WASTEWATER\EST FLOW\ARLINGTON EAST\CEDAR ISLAND DR - 14600","cte","Element","_cte_lead",""
"x","WASTEWATER\EST FLOW\ARLINGTON EAST\CEDAR ISLAND DR - 14600","hrt","Element","_hrt",""
"x","WASTEWATER\EST FLOW\BLACKS FORD","CREEK BEND RD - 1217","Element","_Liftstation",""
"x","WASTEWATER\EST FLOW\BLACKS FORD\CREEK BEND RD - 1217","CMMS Asset ID","Attribute","","LS-000646"
"x","WASTEWATER\EST FLOW\BLACKS FORD\CREEK BEND RD - 1217","PI Tag","Attribute","","STJOHNS:CRE1217"
"x","WASTEWATER\EST FLOW\BLACKS FORD\CREEK BEND RD - 1217","Wetwell Area","Attribute","","28.3"
"x","WASTEWATER\EST FLOW\BLACKS FORD\CREEK BEND RD - 1217","cte","Element","_cte_lead",""
"x","WASTEWATER\EST FLOW\BLACKS FORD\CREEK BEND RD - 1217","hrt","Element","_hrt",""
"x","WASTEWATER\EST FLOW\MONTEREY","INTERNATIONAL VILLAGE DR - 8083","Element","_Liftstation",""
"x","WASTEWATER\EST FLOW\MONTEREY\INTERNATIONAL VILLAGE DR - 8083","CMMS Asset ID","Attribute","","LS-001134"
"x","WASTEWATER\EST FLOW\MONTEREY\INTERNATIONAL VILLAGE DR - 8083","PI Tag","Attribute","","EAST:INT8083"
"x","WASTEWATER\EST FLOW\MONTEREY\INTERNATIONAL VILLAGE DR - 8083","Wetwell Area","Attribute","","28.3"
"x","WASTEWATER\EST FLOW\MONTEREY\INTERNATIONAL VILLAGE DR - 8083","cte","Element","_cte_leadsp",""
"x","WASTEWATER\EST FLOW\MONTEREY\INTERNATIONAL VILLAGE DR - 8083","hrt","Element","_hrt",""
"x","WASTEWATER\EST FLOW\CEDAR BAY","OAKLAWN RD - 11487","Element","_Liftstation",""
"x","WASTEWATER\EST FLOW\CEDAR BAY\OAKLAWN RD - 11487","CMMS Asset ID","Attribute","","LS-001611"
"x","WASTEWATER\EST FLOW\CEDAR BAY\OAKLAWN RD - 11487","PI Tag","Attribute","","NORTH:OAK11487"
"x","WASTEWATER\EST FLOW\CEDAR BAY\OAKLAWN RD - 11487","Wetwell Area","Attribute","","50.3"
"x","WASTEWATER\EST FLOW\CEDAR BAY\OAKLAWN RD - 11487","cte","Element","_cte_lead",""
"x","WASTEWATER\EST FLOW\CEDAR BAY\OAKLAWN RD - 11487","hrt","Element","_hrt",""
"x","WASTEWATER\EST FLOW\BLACKS FORD","VILLAGE GREEN AVE - 155","Element","_Liftstation",""
"x","WASTEWATER\EST FLOW\BLACKS FORD\VILLAGE GREEN AVE - 155","CMMS Asset ID","Attribute","","LS-002375"
"x","WASTEWATER\EST FLOW\BLACKS FORD\VILLAGE GREEN AVE - 155","PI Tag","Attribute","","STJOHNS:VIL155"
"x","WASTEWATER\EST FLOW\BLACKS FORD\VILLAGE GREEN AVE - 155","Wetwell Area","Attribute","","44.4"
"x","WASTEWATER\EST FLOW\BLACKS FORD\VILLAGE GREEN AVE - 155","cte","Element","_cte_lead",""
"x","WASTEWATER\EST FLOW\BLACKS FORD\VILLAGE GREEN AVE - 155","hrt","Element","_hrt",""
"x","WASTEWATER\EST FLOW\BLACKS FORD","CUNNINGHAM ESTATES RD - 1502","Element","_Liftstation",""
"x","WASTEWATER\EST FLOW\BLACKS FORD\CUNNINGHAM ESTATES RD - 1502","CMMS Asset ID","Attribute","","LS-000666"
"x","WASTEWATER\EST FLOW\BLACKS FORD\CUNNINGHAM ESTATES RD - 1502","PI Tag","Attribute","","STJOHNS:CUN1502"
"x","WASTEWATER\EST FLOW\BLACKS FORD\CUNNINGHAM ESTATES RD - 1502","Wetwell Area","Attribute","","28.3"
"x","WASTEWATER\EST FLOW\BLACKS FORD\CUNNINGHAM ESTATES RD - 1502","cte","Element","_cte_lead",""
"x","WASTEWATER\EST FLOW\BLACKS FORD\CUNNINGHAM ESTATES RD - 1502","hrt","Element","_hrt",""
"x","WASTEWATER\EST FLOW\BUCKMAN","BOWDEN RD - 6817","Element","_Liftstation",""
"x","WASTEWATER\EST FLOW\BUCKMAN\BOWDEN RD - 6817","CMMS Asset ID","Attribute","","LS-000448"
"x","WASTEWATER\EST FLOW\BUCKMAN\BOWDEN RD - 6817","PI Tag","Attribute","","SOUTH:BOW6817"
"x","WASTEWATER\EST FLOW\BUCKMAN\BOWDEN RD - 6817","Wetwell Area","Attribute","","50.3"
"x","WASTEWATER\EST FLOW\BUCKMAN\BOWDEN RD - 6817","cte","Element","_cte_lead",""
"x","WASTEWATER\EST FLOW\BUCKMAN\BOWDEN RD - 6817","hrt","Element","_hrt",""
"x","WASTEWATER\EST FLOW\ARLINGTON EAST","JONES CREEK DR - 1143","Element","_Liftstation",""
"x","WASTEWATER\EST FLOW\ARLINGTON EAST\JONES CREEK DR - 1143","CMMS Asset ID","Attribute","","LS-001164"
"x","WASTEWATER\EST FLOW\ARLINGTON EAST\JONES CREEK DR - 1143","PI Tag","Attribute","","EAST:JON1143"
"x","WASTEWATER\EST FLOW\ARLINGTON EAST\JONES CREEK DR - 1143","Wetwell Area","Attribute","","28.3"
"x","WASTEWATER\EST FLOW\ARLINGTON EAST\JONES CREEK DR - 1143","cte","Element","_cte_lead",""
"x","WASTEWATER\EST FLOW\ARLINGTON EAST\JONES CREEK DR - 1143","hrt","Element","_hrt",""
"x","WASTEWATER\EST FLOW\BLACKS FORD","MALLARD LANDING BLVD N - 1353","Element","_Liftstation",""
"x","WASTEWATER\EST FLOW\BLACKS FORD\MALLARD LANDING BLVD N - 1353","CMMS Asset ID","Attribute","","LS-001384"
"x","WASTEWATER\EST FLOW\BLACKS FORD\MALLARD LANDING BLVD N - 1353","PI Tag","Attribute","","STJOHNS:MAL1353"
"x","WASTEWATER\EST FLOW\BLACKS FORD\MALLARD LANDING BLVD N - 1353","Wetwell Area","Attribute","","50.3"
"x","WASTEWATER\EST FLOW\BLACKS FORD\MALLARD LANDING BLVD N - 1353","cte","Element","_cte_lead",""
"x","WASTEWATER\EST FLOW\BLACKS FORD\MALLARD LANDING BLVD N - 1353","hrt","Element","_hrt",""
"x","WASTEWATER\EST FLOW\CEDAR BAY","CLAPBOARD CREEK DR - 5204","Element","_Liftstation",""
"x","WASTEWATER\EST FLOW\CEDAR BAY\CLAPBOARD CREEK DR - 5204","CMMS Asset ID","Attribute","","LS-000582"
"x","WASTEWATER\EST FLOW\CEDAR BAY\CLAPBOARD CREEK DR - 5204","PI Tag","Attribute","","NORTH:CLA5204"
"x","WASTEWATER\EST FLOW\CEDAR BAY\CLAPBOARD CREEK DR - 5204","Wetwell Area","Attribute","","50.3"
"x","WASTEWATER\EST FLOW\CEDAR BAY\CLAPBOARD CREEK DR - 5204","cte","Element","_cte_lead",""
"x","WASTEWATER\EST FLOW\CEDAR BAY\CLAPBOARD CREEK DR - 5204","hrt","Element","_hrt",""
"x","WASTEWATER\EST FLOW\CEDAR BAY","CATTLE CROSSING WAY - 5503","Element","_Liftstation",""
"x","WASTEWATER\EST FLOW\CEDAR BAY\CATTLE CROSSING WAY - 5503","CMMS Asset ID","Attribute","","LS-000533"
"x","WASTEWATER\EST FLOW\CEDAR BAY\CATTLE CROSSING WAY - 5503","PI Tag","Attribute","","NORTH:CAT5503"
"x","WASTEWATER\EST FLOW\CEDAR BAY\CATTLE CROSSING WAY - 5503","Wetwell Area","Attribute","","50.3"
"x","WASTEWATER\EST FLOW\CEDAR BAY\CATTLE CROSSING WAY - 5503","cte","Element","_cte_lead",""
"x","WASTEWATER\EST FLOW\CEDAR BAY\CATTLE CROSSING WAY - 5503","hrt","Element","_hrt",""
"x","WASTEWATER\EST FLOW\MONTEREY","STARDUST CT - 2722","Element","_Liftstation",""
"x","WASTEWATER\EST FLOW\MONTEREY\STARDUST CT - 2722","CMMS Asset ID","Attribute","","LS-002192"
"x","WASTEWATER\EST FLOW\MONTEREY\STARDUST CT - 2722","PI Tag","Attribute","","EAST:STA2722"
"x","WASTEWATER\EST FLOW\MONTEREY\STARDUST CT - 2722","Wetwell Area","Attribute","","50.3"
"x","WASTEWATER\EST FLOW\MONTEREY\STARDUST CT - 2722","cte","Element","_cte_lead",""
"x","WASTEWATER\EST FLOW\MONTEREY\STARDUST CT - 2722","hrt","Element","_hrt",""
"x","WASTEWATER\EST FLOW\MONTEREY","WOODLEIGH DR W - 2014","Element","_Liftstation",""
"x","WASTEWATER\EST FLOW\MONTEREY\WOODLEIGH DR W - 2014","CMMS Asset ID","Attribute","","LS-002465"
"x","WASTEWATER\EST FLOW\MONTEREY\WOODLEIGH DR W - 2014","PI Tag","Attribute","","EAST:WOO2014"
"x","WASTEWATER\EST FLOW\MONTEREY\WOODLEIGH DR W - 2014","Wetwell Area","Attribute","","23.8"
"x","WASTEWATER\EST FLOW\MONTEREY\WOODLEIGH DR W - 2014","cte","Element","_cte_lead",""
"x","WASTEWATER\EST FLOW\MONTEREY\WOODLEIGH DR W - 2014","hrt","Element","_hrt",""
"x","WASTEWATER\EST FLOW\NASSAU","NORTH HAMPTON CLUB WAY - 862870","Element","_Liftstation",""
"x","WASTEWATER\EST FLOW\NASSAU\NORTH HAMPTON CLUB WAY - 862870","CMMS Asset ID","Attribute","","LS-001010"
"x","WASTEWATER\EST FLOW\NASSAU\NORTH HAMPTON CLUB WAY - 862870","PI Tag","Attribute","","NASSAU:HAM862870"
"x","WASTEWATER\EST FLOW\NASSAU\NORTH HAMPTON CLUB WAY - 862870","Wetwell Area","Attribute","","28.3"
"x","WASTEWATER\EST FLOW\NASSAU\NORTH HAMPTON CLUB WAY - 862870","cte","Element","_cte_lead",""
"x","WASTEWATER\EST FLOW\NASSAU\NORTH HAMPTON CLUB WAY - 862870","hrt","Element","_hrt",""
"x","WASTEWATER\EST FLOW\MONTEREY","WOODLEIGH DR W - 1820","Element","_Liftstation",""
"x","WASTEWATER\EST FLOW\MONTEREY\WOODLEIGH DR W - 1820","CMMS Asset ID","Attribute","","LS-002464"
"x","WASTEWATER\EST FLOW\MONTEREY\WOODLEIGH DR W - 1820","PI Tag","Attribute","","EAST:WOO1820"
"x","WASTEWATER\EST FLOW\MONTEREY\WOODLEIGH DR W - 1820","Wetwell Area","Attribute","","19.6349540849362"
"x","WASTEWATER\EST FLOW\MONTEREY\WOODLEIGH DR W - 1820","cte","Element","_cte_lead",""
"x","WASTEWATER\EST FLOW\MONTEREY\WOODLEIGH DR W - 1820","hrt","Element","_hrt",""
"x","WASTEWATER\EST FLOW\MONTEREY","BERT RD - 1044","Element","_Liftstation",""
"x","WASTEWATER\EST FLOW\MONTEREY\BERT RD - 1044","CMMS Asset ID","Attribute","","LS-000379"
"x","WASTEWATER\EST FLOW\MONTEREY\BERT RD - 1044","PI Tag","Attribute","","EAST:BER1044"
"x","WASTEWATER\EST FLOW\MONTEREY\BERT RD - 1044","Wetwell Area","Attribute","","19.6349540849362"
"x","WASTEWATER\EST FLOW\MONTEREY\BERT RD - 1044","cte","Element","_cte_lead",""
"x","WASTEWATER\EST FLOW\MONTEREY\BERT RD - 1044","hrt","Element","_hrt",""
"x","WASTEWATER\EST FLOW\SOUTHWEST","RICKER RD - 6226","Element","_Liftstation",""
"x","WASTEWATER\EST FLOW\SOUTHWEST\RICKER RD - 6226","CMMS Asset ID","Attribute","","LS-001877"
"x","WASTEWATER\EST FLOW\SOUTHWEST\RICKER RD - 6226","PI Tag","Attribute","","WEST:RIC6226"
"x","WASTEWATER\EST FLOW\SOUTHWEST\RICKER RD - 6226","Wetwell Area","Attribute","","28.3"
"x","WASTEWATER\EST FLOW\SOUTHWEST\RICKER RD - 6226","cte","Element","_cte_lead",""
"x","WASTEWATER\EST FLOW\SOUTHWEST\RICKER RD - 6226","hrt","Element","_hrt",""
"x","WASTEWATER\EST FLOW\BLACKS FORD","SOUTHERN GROVE DR - 110","Element","_Liftstation",""
"x","WASTEWATER\EST FLOW\BLACKS FORD\SOUTHERN GROVE DR - 110","CMMS Asset ID","Attribute","","LS-002092"
"x","WASTEWATER\EST FLOW\BLACKS FORD\SOUTHERN GROVE DR - 110","PI Tag","Attribute","","STJOHNS:SOU110"
"x","WASTEWATER\EST FLOW\BLACKS FORD\SOUTHERN GROVE DR - 110","Wetwell Area","Attribute","","28.3"
"x","WASTEWATER\EST FLOW\BLACKS FORD\SOUTHERN GROVE DR - 110","cte","Element","_cte_lead",""
"x","WASTEWATER\EST FLOW\BLACKS FORD\SOUTHERN GROVE DR - 110","hrt","Element","_hrt",""
"x","WASTEWATER\EST FLOW\ARLINGTON EAST","MONUMENT RD - 1500","Element","_Liftstation",""
"x","WASTEWATER\EST FLOW\ARLINGTON EAST\MONUMENT RD - 1500","CMMS Asset ID","Attribute","","LS-001486"
"x","WASTEWATER\EST FLOW\ARLINGTON EAST\MONUMENT RD - 1500","PI Tag","Attribute","","EAST:MON1500"
"x","WASTEWATER\EST FLOW\ARLINGTON EAST\MONUMENT RD - 1500","Wetwell Area","Attribute","","28.3"
"x","WASTEWATER\EST FLOW\ARLINGTON EAST\MONUMENT RD - 1500","cte","Element","_cte_lead",""
"x","WASTEWATER\EST FLOW\ARLINGTON EAST\MONUMENT RD - 1500","hrt","Element","_hrt",""
"x","WASTEWATER\EST FLOW\SOUTHWEST","MORET DR S - 6600","Element","_Liftstation",""
"x","WASTEWATER\EST FLOW\SOUTHWEST\MORET DR S - 6600","CMMS Asset ID","Attribute","","LS-001493"
"x","WASTEWATER\EST FLOW\SOUTHWEST\MORET DR S - 6600","PI Tag","Attribute","","WEST:MOR6600"
"x","WASTEWATER\EST FLOW\SOUTHWEST\MORET DR S - 6600","Wetwell Area","Attribute","","24"
"x","WASTEWATER\EST FLOW\SOUTHWEST\MORET DR S - 6600","cte","Element","_cte_lead",""
"x","WASTEWATER\EST FLOW\SOUTHWEST\MORET DR S - 6600","hrt","Element","_hrt",""
"x","WASTEWATER\EST FLOW\MONTEREY","CARLOTTA RD N - 8043","Element","_Liftstation",""
"x","WASTEWATER\EST FLOW\MONTEREY\CARLOTTA RD N - 8043","CMMS Asset ID","Attribute","","LS-000519"
"x","WASTEWATER\EST FLOW\MONTEREY\CARLOTTA RD N - 8043","PI Tag","Attribute","","EAST:CAR8043"
"x","WASTEWATER\EST FLOW\MONTEREY\CARLOTTA RD N - 8043","Wetwell Area","Attribute","","44.2"
"x","WASTEWATER\EST FLOW\MONTEREY\CARLOTTA RD N - 8043","cte","Element","_cte_lead",""
"x","WASTEWATER\EST FLOW\MONTEREY\CARLOTTA RD N - 8043","hrt","Element","_hrt",""
"x","WASTEWATER\EST FLOW\SOUTHWEST","TOWNSEND RD - 5900","Element","_Liftstation",""
"x","WASTEWATER\EST FLOW\SOUTHWEST\TOWNSEND RD - 5900","CMMS Asset ID","Attribute","","LS-002296"
"x","WASTEWATER\EST FLOW\SOUTHWEST\TOWNSEND RD - 5900","PI Tag","Attribute","","WEST:TOW5900"
"x","WASTEWATER\EST FLOW\SOUTHWEST\TOWNSEND RD - 5900","Wetwell Area","Attribute","","50.3"
"x","WASTEWATER\EST FLOW\SOUTHWEST\TOWNSEND RD - 5900","cte","Element","_cte_lead",""
"x","WASTEWATER\EST FLOW\SOUTHWEST\TOWNSEND RD - 5900","hrt","Element","_hrt",""
"x","WASTEWATER\EST FLOW\MONTEREY","CARLOTTA RD W - 900","Element","_Liftstation",""
"x","WASTEWATER\EST FLOW\MONTEREY\CARLOTTA RD W - 900","CMMS Asset ID","Attribute","","LS-000520"
"x","WASTEWATER\EST FLOW\MONTEREY\CARLOTTA RD W - 900","PI Tag","Attribute","","EAST:CAR900"
"x","WASTEWATER\EST FLOW\MONTEREY\CARLOTTA RD W - 900","Wetwell Area","Attribute","","28.3"
"x","WASTEWATER\EST FLOW\MONTEREY\CARLOTTA RD W - 900","cte","Element","_cte_lead",""
"x","WASTEWATER\EST FLOW\MONTEREY\CARLOTTA RD W - 900","hrt","Element","_hrt",""
"x","WASTEWATER\EST FLOW\SOUTHWEST","103RD ST - 6650","Element","_Liftstation",""
"x","WASTEWATER\EST FLOW\SOUTHWEST\103RD ST - 6650","CMMS Asset ID","Attribute","","LS-000026"
"x","WASTEWATER\EST FLOW\SOUTHWEST\103RD ST - 6650","PI Tag","Attribute","","WEST:1036650"
"x","WASTEWATER\EST FLOW\SOUTHWEST\103RD ST - 6650","Wetwell Area","Attribute","","44.2"
"x","WASTEWATER\EST FLOW\SOUTHWEST\103RD ST - 6650","cte","Element","_cte_lead",""
"x","WASTEWATER\EST FLOW\SOUTHWEST\103RD ST - 6650","hrt","Element","_hrt",""
"x","WASTEWATER\EST FLOW\BLACKS FORD","GARRISON DR - 1101","Element","_Liftstation",""
"x","WASTEWATER\EST FLOW\BLACKS FORD\GARRISON DR - 1101","CMMS Asset ID","Attribute","","LS-000929"
"x","WASTEWATER\EST FLOW\BLACKS FORD\GARRISON DR - 1101","PI Tag","Attribute","","STJOHNS:GAR1101"
"x","WASTEWATER\EST FLOW\BLACKS FORD\GARRISON DR - 1101","Wetwell Area","Attribute","","78.5"
"x","WASTEWATER\EST FLOW\BLACKS FORD\GARRISON DR - 1101","cte","Element","_cte_lead",""
